label,hand_type,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
c,Right,0.7328649163246155,0.6181722283363342,-6.967310284267114e-09,0.6593911051750183,0.6092109680175781,0.003208406502380967,0.603665292263031,0.580043613910675,-0.00391729362308979,0.5522482395172119,0.5761194825172424,-0.020314138382673264,0.503751277923584,0.5676258206367493,-0.037263162434101105,0.616422712802887,0.39989736676216125,0.035899415612220764,0.5766568779945374,0.32953691482543945,0.01882254332304001,0.5334616899490356,0.3105130195617676,-0.004435593727976084,0.49636489152908325,0.31425273418426514,-0.02049773558974266,0.6337628364562988,0.3816985785961151,0.014166775159537792,0.5919751524925232,0.2870250344276428,-0.0017666424391791224,0.5416632890701294,0.2727120518684387,-0.022346530109643936,0.5014470815658569,0.29010772705078125,-0.03604850918054581,0.6543764472007751,0.37566864490509033,-0.013079904951155186,0.6202514171600342,0.2731800079345703,-0.025621069595217705,0.5667995810508728,0.25580501556396484,-0.03923464193940163,0.5225673317909241,0.2701948583126068,-0.04780145362019539,0.675307035446167,0.38259175419807434,-0.04264730215072632,0.6466239094734192,0.2959327697753906,-0.05328420549631119,0.6029143333435059,0.27018141746520996,-0.06094943359494209,0.560916543006897,0.27220672369003296,-0.0658956989645958
c,Right,0.7315195798873901,0.621401309967041,-3.943024395880457e-08,0.6653974056243896,0.6110652089118958,-0.013722513802349567,0.6058580875396729,0.5898257493972778,-0.029888002201914787,0.5548071265220642,0.5835921168327332,-0.05053060129284859,0.5107540488243103,0.5815033912658691,-0.07102635502815247,0.6100102663040161,0.40867406129837036,0.00725568225607276,0.5683978796005249,0.3418370187282562,-0.017095454037189484,0.5282312631607056,0.317351371049881,-0.04275231063365936,0.4939817786216736,0.30920174717903137,-0.05974004045128822,0.6301249265670776,0.38693830370903015,-0.004446831066161394,0.5872083306312561,0.30012017488479614,-0.025221362709999084,0.5437103509902954,0.27848947048187256,-0.043938975781202316,0.505722165107727,0.2823622226715088,-0.05563143268227577,0.6555269360542297,0.37882980704307556,-0.02183697745203972,0.6202784180641174,0.28405407071113586,-0.038881853222846985,0.5759715437889099,0.2587701082229614,-0.04947778210043907,0.5374847054481506,0.2621694803237915,-0.05494216829538345,0.684419572353363,0.38268792629241943,-0.042385801672935486,0.659619927406311,0.2998354732990265,-0.056166376918554306,0.6220700740814209,0.27067840099334717,-0.062144145369529724,0.5827346444129944,0.26457956433296204,-0.06484010070562363
c,Right,0.7264994382858276,0.6157923340797424,-7.841840954370127e-08,0.659021258354187,0.6132030487060547,-0.012201092205941677,0.5941479802131653,0.5927744507789612,-0.025705285370349884,0.535880982875824,0.5881028771400452,-0.04483213275671005,0.4868677258491516,0.591245174407959,-0.06401655822992325,0.6088624000549316,0.41014575958251953,0.01976613514125347,0.5635271072387695,0.35504767298698425,7.031785935396329e-05,0.5206731557846069,0.33423736691474915,-0.024118022993206978,0.4858206510543823,0.3298087418079376,-0.04063562676310539,0.6257678866386414,0.38251590728759766,0.008047690615057945,0.5768617391586304,0.3035281002521515,-0.009395886212587357,0.5310654640197754,0.2867089807987213,-0.027827344834804535,0.49227839708328247,0.2924201488494873,-0.03913882374763489,0.6493621468544006,0.36734485626220703,-0.009949483908712864,0.6056555509567261,0.27811241149902344,-0.025436963886022568,0.5583095550537109,0.25574344396591187,-0.03677285835146904,0.5196211934089661,0.2614784836769104,-0.04221459850668907,0.6759542226791382,0.3645250201225281,-0.03115057200193405,0.6426808834075928,0.28617697954177856,-0.043102409690618515,0.6016147136688232,0.2591531574726105,-0.04888945445418358,0.5609540343284607,0.25541481375694275,-0.05142250657081604
c,Right,0.7293049097061157,0.6172211170196533,-8.049925170894312e-09,0.657925009727478,0.6138964891433716,-0.009902567602694035,0.5914170742034912,0.5934219360351562,-0.02322472631931305,0.5297245383262634,0.587752103805542,-0.043040573596954346,0.4740709364414215,0.587422788143158,-0.06229710206389427,0.610410749912262,0.41373369097709656,0.025773786008358,0.5679041743278503,0.34661951661109924,0.009724032133817673,0.5256035923957825,0.318392276763916,-0.011103739961981773,0.4931710362434387,0.31024667620658875,-0.025238269940018654,0.6279695630073547,0.38898539543151855,0.01351273711770773,0.5788207054138184,0.30540648102760315,0.0013145750854164362,0.5319816470146179,0.2861851453781128,-0.012684201821684837,0.49429526925086975,0.2900742292404175,-0.02141333371400833,0.651483952999115,0.37414008378982544,-0.005230741575360298,0.6069663763046265,0.2820758819580078,-0.015676075592637062,0.5602307319641113,0.25833579897880554,-0.02226630412042141,0.5230855941772461,0.2639237940311432,-0.02534673921763897,0.6782772541046143,0.3685026168823242,-0.027434824034571648,0.647731363773346,0.2878817617893219,-0.037019357085227966,0.6073377132415771,0.2581424415111542,-0.04095117375254631,0.5675135850906372,0.25302863121032715,-0.04212268441915512
c,Right,0.7299697995185852,0.6250027418136597,-2.5954664195637633e-08,0.6605569124221802,0.6195655465126038,-0.01410684920847416,0.5948469042778015,0.5940432548522949,-0.03056209906935692,0.5354448556900024,0.586735188961029,-0.05159739404916763,0.48334136605262756,0.586246907711029,-0.07222414761781693,0.6091563701629639,0.41200944781303406,0.006343517452478409,0.5644949078559875,0.3396288752555847,-0.01822272688150406,0.5227283239364624,0.3138798475265503,-0.04386168345808983,0.4901711046695709,0.30933693051338196,-0.06014792248606682,0.6287255883216858,0.38874033093452454,-0.005053806118667126,0.5798572897911072,0.29916396737098694,-0.02564925141632557,0.5339767336845398,0.2799507975578308,-0.043431490659713745,0.49755972623825073,0.2889428734779358,-0.053687263280153275,0.6544827222824097,0.3782336711883545,-0.022176165133714676,0.6124671697616577,0.27655351161956787,-0.038437388837337494,0.5657732486724854,0.25046059489250183,-0.04781123250722885,0.5277206897735596,0.2547820806503296,-0.05204792320728302,0.6838183403015137,0.3794134259223938,-0.04249299317598343,0.6555850505828857,0.2912754416465759,-0.05646536871790886,0.6156997680664062,0.2576563358306885,-0.06252800673246384,0.5756316184997559,0.24931477010250092,-0.06462500989437103
c,Right,0.7279921174049377,0.6291850805282593,1.9545810303611688e-08,0.6557520627975464,0.6214045882225037,-0.012981981970369816,0.5923493504524231,0.5947340726852417,-0.030234504491090775,0.5323320627212524,0.5906880497932434,-0.053057074546813965,0.4775099754333496,0.5893242359161377,-0.07591938972473145,0.6095516681671143,0.40382230281829834,0.010165194049477577,0.5682001709938049,0.32944637537002563,-0.014313201420009136,0.5266122817993164,0.300689160823822,-0.04063477739691734,0.49252256751060486,0.29394790530204773,-0.05800807476043701,0.6291232109069824,0.3830310106277466,-0.003707798197865486,0.5852574110031128,0.2891286611557007,-0.024298109114170074,0.5374945402145386,0.26670998334884644,-0.043168868869543076,0.4965132176876068,0.27323615550994873,-0.054887425154447556,0.6550172567367554,0.37615200877189636,-0.023753898218274117,0.6176276803016663,0.2716214954853058,-0.04106967896223068,0.5680997967720032,0.2448660284280777,-0.05260150507092476,0.5247538089752197,0.2492484748363495,-0.058747049421072006,0.683692216873169,0.38142868876457214,-0.04706856235861778,0.6575037837028503,0.29190078377723694,-0.06299672275781631,0.6159917116165161,0.2592480182647705,-0.07125905156135559,0.5732432007789612,0.25212907791137695,-0.07525729387998581
c,Right,0.7255910038948059,0.6341487765312195,1.0028496255642949e-08,0.6560086011886597,0.624704122543335,-0.017365654930472374,0.593590497970581,0.5953412652015686,-0.03674996644258499,0.5349544882774353,0.5864179134368896,-0.06071629002690315,0.4816100597381592,0.5867424607276917,-0.08439671248197556,0.6065223813056946,0.40484046936035156,0.0034200556110590696,0.5649641156196594,0.32690078020095825,-0.025548890233039856,0.5215436220169067,0.30005699396133423,-0.05422719940543175,0.4864802956581116,0.2972238063812256,-0.07199430465698242,0.6271433234214783,0.3844219446182251,-0.008052398450672626,0.5840041041374207,0.2845180332660675,-0.031936246901750565,0.5349487662315369,0.2627558410167694,-0.051695551723241806,0.49252158403396606,0.27131474018096924,-0.06289520859718323,0.6540985703468323,0.37855103611946106,-0.025948692113161087,0.6174112558364868,0.2696060836315155,-0.04492128640413284,0.5662028789520264,0.24318988621234894,-0.0566147156059742,0.5213366150856018,0.24995477497577667,-0.06212634965777397,0.6840309500694275,0.3861192464828491,-0.047412656247615814,0.6589555740356445,0.29576390981674194,-0.06275398284196854,0.6179169416427612,0.26441720128059387,-0.07022112607955933,0.5756601691246033,0.25931990146636963,-0.0734388530254364
c,Right,0.7304214239120483,0.6367909908294678,-1.6629101651233213e-08,0.6572110652923584,0.6233805418014526,-0.012551776133477688,0.5914715528488159,0.594727098941803,-0.02810702845454216,0.5307534337043762,0.588067889213562,-0.04943596571683884,0.4761655926704407,0.5894533395767212,-0.07082261145114899,0.6066829562187195,0.40817946195602417,0.01575106754899025,0.5626441240310669,0.33865320682525635,-0.007715816609561443,0.5189394950866699,0.3104594349861145,-0.033399563282728195,0.4823390245437622,0.30167388916015625,-0.05030786246061325,0.6268271207809448,0.38589340448379517,0.00256919558160007,0.5816221833229065,0.2942351698875427,-0.01583683490753174,0.5344491600990295,0.26833242177963257,-0.03317064791917801,0.49142512679100037,0.2677972912788391,-0.043808553367853165,0.6533340215682983,0.3776401877403259,-0.017265265807509422,0.6144917011260986,0.2764832377433777,-0.03340039402246475,0.5650820136070251,0.24538248777389526,-0.04361078888177872,0.5202150344848633,0.2444809377193451,-0.048691246658563614,0.6821451783180237,0.38192063570022583,-0.040496576577425,0.655366837978363,0.29729726910591125,-0.054055020213127136,0.6153191328048706,0.2654752731323242,-0.06025140359997749,0.5730164647102356,0.25642699003219604,-0.06296885758638382
c,Right,0.7322787642478943,0.628023087978363,-2.995110293113612e-08,0.6612520217895508,0.6226778030395508,-0.008009319193661213,0.5951012372970581,0.5932391881942749,-0.02005285769701004,0.5355916619300842,0.5856730937957764,-0.038671400398015976,0.48285219073295593,0.5853840112686157,-0.05752606689929962,0.6069673299789429,0.40555158257484436,0.02152947522699833,0.5658225417137146,0.328014075756073,0.0006410731002688408,0.5237446427345276,0.3006499707698822,-0.02416742593050003,0.4865865409374237,0.29649877548217773,-0.04098762199282646,0.6263843178749084,0.384970486164093,0.005576280876994133,0.5817603468894958,0.2884213924407959,-0.012510928325355053,0.5325292348861694,0.265727698802948,-0.032289281487464905,0.48896944522857666,0.27360159158706665,-0.04518052190542221,0.6507356762886047,0.3788151443004608,-0.01666073128581047,0.6104626655578613,0.27299004793167114,-0.033440135419368744,0.5585557818412781,0.24507811665534973,-0.047319214791059494,0.512346088886261,0.2486010640859604,-0.055431343615055084,0.6769976615905762,0.3839763402938843,-0.04161585867404938,0.6469206213951111,0.2940412759780884,-0.05666640028357506,0.605174720287323,0.263823926448822,-0.06521384418010712,0.5621711015701294,0.25839346647262573,-0.07024776935577393
c,Right,0.721801221370697,0.6326571106910706,-9.744169027214866e-09,0.6548094153404236,0.6271929740905762,-0.0068351346999406815,0.5936461687088013,0.5948786735534668,-0.018811706453561783,0.5398645997047424,0.5825868844985962,-0.03714277595281601,0.49075400829315186,0.5793108940124512,-0.05589188635349274,0.6057178974151611,0.4070174992084503,0.01744741201400757,0.5698217749595642,0.32199621200561523,-0.003998172003775835,0.5279804468154907,0.2924101948738098,-0.02808421477675438,0.4905846416950226,0.28891682624816895,-0.04425651580095291,0.6265468001365662,0.388751745223999,0.00044678853009827435,0.589825451374054,0.28536275029182434,-0.018562516197562218,0.5397730469703674,0.2604387700557709,-0.03834351897239685,0.4946827292442322,0.26943111419677734,-0.05157385766506195,0.6507106423377991,0.3840312063694,-0.022274717688560486,0.6196779012680054,0.2736043632030487,-0.03968225419521332,0.5675669312477112,0.24366134405136108,-0.054018281400203705,0.5195944905281067,0.2480926662683487,-0.06298328191041946,0.6757387518882751,0.39116936922073364,-0.047445978969335556,0.6508724093437195,0.3002418875694275,-0.06412408500909805,0.6102855205535889,0.2671101689338684,-0.07380204647779465,0.567253828048706,0.26028987765312195,-0.07983016967773438
